,compound,date,negative,neutral,positive,source,tweet_text
152,0.0,2018-04-02 15:15:31,0.0,1.0,0.0,FoxNews,DOW Down 300+ Points https://t.co/cXasM43dat
153,-0.4588,2018-04-02 15:05:20,0.158,0.842,0.0,FoxNews,"After Confederate statue controversy, cities move to tear down monuments seen as offensive to Native Americans https://t.co/GPQsIz90DB"
154,0.0,2018-04-02 14:57:35,0.0,1.0,0.0,FoxNews,WATCH: @POTUS delivers remarks at the annual @WhiteHouse Easter Egg Roll https://t.co/ozscw0xerv
155,0.0,2018-04-02 14:53:08,0.0,1.0,0.0,FoxNews,".@HuntsmanAbby Catches Up With New Mom and Dad, @EricTrump &amp; @LaraLeaTrump, at @WhiteHouse Easter Egg Roll https://t.co/2TEl6yGgeY"
156,0.0,2018-04-02 14:50:54,0.0,1.0,0.0,FoxNews,.@POTUS: “The funding of our military was so important.” https://t.co/KYcWvRU1c2
157,0.3612,2018-04-02 14:46:54,0.0,0.898,0.102,FoxNews,.@POTUS: “Our country is doing great…We have never had an economy like we have right now and we're going to make it… https://t.co/CPTam53C1g
158,0.0,2018-04-02 14:33:48,0.0,1.0,0.0,FoxNews,.@WhiteHouse holds annual Easter Egg Roll https://t.co/39Br1zxB8s
159,-0.6486,2018-04-02 14:29:17,0.193,0.807,0.0,FoxNews,"JUST IN: Winnie Mandela, South African anti-apartheid campaigner and former wife of Nelson Mandela, dead at 81, Fox… https://t.co/TTLPNzaVHw"
160,0.0,2018-04-02 15:52:43,0.0,1.0,0.0,BBCWorld,Who was Winnie Mandela? https://t.co/LxB4GjqIxD
161,-0.6124,2018-04-02 15:46:50,0.46,0.403,0.137,BBCWorld,Colombian prisoners get guard drunk and escape https://t.co/iYlqrLxR5V
162,-0.5574,2018-04-02 15:45:05,0.159,0.841,0.0,BBCWorld,"Retired South African archbishop Desmond Tutu hails Winnie Mandela, who has died aged 81, as ""a defining symbol of… https://t.co/vMpgJrEoM3"
163,-0.6597,2018-04-02 15:42:53,0.197,0.803,0.0,BBCWorld,"RT @BBCSteveR: Russia's Foreign Minister Sergei Lavrov tells me why current tension between Moscow &amp; the West ""is worse now than in the old…"
164,-0.2023,2018-04-02 15:31:08,0.167,0.833,0.0,BBCWorld,"The life of Winnie Mandela, a controversial anti-apartheid political icon https://t.co/Upw6nmGpZh"
165,0.3182,2018-04-02 14:59:26,0.0,0.635,0.365,BBCWorld,Egypt's al-Sisi secures victory https://t.co/KjyFDueV9O
166,0.0,2018-04-02 14:25:48,0.0,1.0,0.0,BBCWorld,Malala's brief but revealing homecoming to Pakistan https://t.co/xYvMYc6S1A
167,-0.5574,2018-04-02 14:05:41,0.184,0.816,0.0,BBCWorld,"RT @BBCBreaking: South African anti-apartheid campaigner Winnie Mandela has died aged 81, her personal assistant says https://t.co/krdVvFLY…"
168,0.3818,2018-04-02 13:43:49,0.0,0.847,0.153,BBCWorld,"RT @BBCRosAtkins: Back in Jan 2017, my show Outside Source decided to try a self-monitoring system to increase our number of women contribu…"
169,0.34,2018-04-02 13:36:50,0.0,0.861,0.139,BBCWorld,RT @BBCRosAtkins: This is a video the BBC’s made to show how a self-monitoring system we introduced on @BBCOS has increased the number of w…
170,-0.34,2018-04-02 13:21:13,0.211,0.789,0.0,BBCWorld,Russian spy: Sergei Lavrov accuses West of 'children's games' https://t.co/qZMyMGJoyV
171,0.0,2018-04-02 13:16:31,0.0,1.0,0.0,BBCWorld,German dachshund museum in Passau 'a world first' https://t.co/qqZfqy7uSL
172,0.0,2018-04-02 12:40:05,0.0,1.0,0.0,BBCWorld,Israel scraps African migrant deportation plan https://t.co/yJLSu401ER
173,-0.6908,2018-04-02 12:40:05,0.416,0.584,0.0,BBCWorld,Syria war: Rebels 'begin leaving last Eastern Ghouta town' https://t.co/qO8ttjlm34
174,-0.4939,2018-04-02 12:30:43,0.314,0.686,0.0,BBCWorld,Luxury ride for stolen livestock in Uzbekistan https://t.co/daAKoXZqAi
175,-0.7351,2018-04-02 12:23:34,0.508,0.492,0.0,BBCWorld,Four dead in massive India caste protests https://t.co/oVYWfnmx66
176,-0.765,2018-04-02 12:11:08,0.569,0.431,0.0,BBCWorld,Tesla rebuked by death crash investigators https://t.co/9ZdTZEfuNv
177,-0.4215,2018-04-02 11:52:27,0.259,0.741,0.0,BBCWorld,Commonwealth Games 2018: India boxing coach denies doping https://t.co/kUL9W8u7Ay
178,0.0,2018-04-02 11:09:08,0.0,1.0,0.0,BBCWorld,Costa Rica president-elect Carlos Alvarado calls for unity https://t.co/TrW8kZzCzY
179,0.5423,2018-04-02 09:59:06,0.0,0.72,0.28,BBCWorld,Kim Jong-un 'moved' by K-pop peace concert in Pyongyang https://t.co/tijzVprAgQ
180,0.128,2018-04-02 16:51:49,0.0,0.87,0.13,CBSNews,Congressional Democrats raise ethics questions about Trump defense fund https://t.co/n0aG5IFtd2 https://t.co/mdN3GCZkmj
181,0.0,2018-04-02 16:30:32,0.0,1.0,0.0,CBSNews,"Reporter: ""Mr. President, what about the DACA kids?""
Pres. Trump: ""The Democrats have really let them down.""
The pr… https://t.co/a7QJVCKqbQ"
182,0.0,2018-04-02 16:15:25,0.0,1.0,0.0,CBSNews,"Winnie Madikizela-Mandela, the ex-wife of former South African leader Nelson Mandela -- and a political force and c… https://t.co/7QlgDL3gga"
183,0.0,2018-04-02 16:01:01,0.0,1.0,0.0,CBSNews,Kremlin says President Trump invited Russian President Vladimir Putin to the White House https://t.co/mCoDVmE0C9 https://t.co/s7IkH0xepf
184,-0.3612,2018-04-02 15:46:01,0.152,0.848,0.0,CBSNews,"President Trrump defends Sinclair Broadcast after Deadspin video shows anchors reading a script criticizing ""fake""… https://t.co/PENwsHCezG"
185,0.4019,2018-04-02 15:30:01,0.07,0.742,0.188,CBSNews,Syria's Assad poised for another huge symbolic victory as the biggest rebel group in eastern Ghouta suburbs of Dama… https://t.co/Ooh8DPQ6DU
186,0.3818,2018-04-02 15:15:41,0.0,0.885,0.115,CBSNews,"A 13 year old who fell into a Los Angeles sewage pipe has been found alive after 8 hours in the ""toxic environment… https://t.co/Ipjrcll50R"
187,-0.6124,2018-04-02 15:00:02,0.385,0.615,0.0,CBSNews,Kremlin insists billionaire's arrest part of anti-corruption fight https://t.co/XSTFfqom4I https://t.co/V8dAXoW42B
188,0.0,2018-04-02 14:53:35,0.0,1.0,0.0,CBSNews,The Easter Egg Roll -- one of the oldest White House traditions -- kicks off after remarks from @POTUS. Members of… https://t.co/VFaqLIvCip
189,0.3327,2018-04-02 14:50:21,0.0,0.899,0.101,CBSNews,“Our military is at a level where it has never been before….The funding of our military was so important and so man… https://t.co/F8q3TCZAN4
190,0.5423,2018-04-02 14:49:16,0.0,0.824,0.176,CBSNews,"“Our country is doing great. You look at the economy. You look at what is happening. Nothing’s ever easy, but we ha… https://t.co/vgjv53XWIz"
191,0.302,2018-04-02 14:47:28,0.069,0.779,0.152,CBSNews,"“I want to really thank the first lady, Melania, who has done an incredible job. She worked so hard on this event a… https://t.co/4cwNWykO9Q"
192,-0.8481,2018-04-02 14:45:01,0.535,0.465,0.0,CBSNews,Sheriff's deputy's vehicle strikes activist protesting Stephon Clark's death https://t.co/4G5Vc2Hcur https://t.co/B1P3mMZt1V
193,0.0,2018-04-02 14:45:01,0.0,1.0,0.0,CBSNews,"Former New Jersey Gov. Chris Christie on EPA Administrator Scott Pruitt controversy: ""I don't know how you survive… https://t.co/zyzChLdVs7"
194,0.0,2018-04-02 14:44:02,0.0,1.0,0.0,CBSNews,"WATCH: President Trump and first lady Melania Trump host the annual ""Easter Egg Roll"" at the White House… https://t.co/0TfDZpIdA3"
195,-0.765,2018-04-02 14:33:33,0.28,0.72,0.0,CBSNews,"Madikizela-Mandela was, along with her ex-husband, a key figure in the fight to end the racist Apartheid system imp… https://t.co/4zJ1mlOk9I"
196,-0.5574,2018-04-02 14:31:02,0.175,0.825,0.0,CBSNews,"Winnie Madikizela-Mandela, Nelson Mandela's wife, has passed away at 81. ""She died after a long illness... She succ… https://t.co/IxdZM6bG3O"
197,0.0,2018-04-02 14:30:01,0.0,1.0,0.0,CBSNews,5 tips for Mark Zuckerberg's day in Congress: PR pros who prep CEOs for such high-stakes public grillings have stro… https://t.co/bHchCZp5Vs
198,0.0,2018-04-02 14:15:03,0.0,1.0,0.0,CBSNews,China's tariff hikes: Here are the U.S. products getting hit https://t.co/cSiIu9dLzG https://t.co/Tv5UlYJAIn
199,-0.5267,2018-04-02 14:00:02,0.221,0.779,0.0,CBSNews,"President Trump says he wants skilled immigrants, but raises new obstacles https://t.co/d1YKuGhlqr https://t.co/95kqlLWI6d"
200,0.0,2018-04-02 17:02:09,0.0,1.0,0.0,CNN,"A family's SUV found at the bottom of a California cliff last week may have been deliberately driven off the road,… https://t.co/cCZRaFKWvj"
201,-0.34,2018-04-02 16:50:27,0.112,0.888,0.0,CNN,Democratic Rep. John Garamendi on President Trump's comments that Democrats are to blame for not having a deal on D… https://t.co/ZCA2WWv3Sc
202,-0.5267,2018-04-02 16:40:03,0.224,0.702,0.075,CNN,President Trump's attacks on Amazon are working. The company's stock sank 5% Monday after the President accused it… https://t.co/ExjxHHfLoF
203,-0.5106,2018-04-02 16:33:36,0.202,0.798,0.0,CNN,This ancient Chinese art was at risk of becoming obsolete. Here's how Dragon scale bookbinding is being resurrected… https://t.co/2sq6WpMqbA
204,-0.875,2018-04-02 16:23:01,0.37,0.63,0.0,CNN,"President Trump says ""our country is being stolen"" due to an influx of illegal immigration, blaming Democrats for w… https://t.co/6BEn0qGJaA"
205,0.0,2018-04-02 16:11:06,0.0,1.0,0.0,CNN,John Oliver compares Sinclair news anchors to “members of a brainwashed cult” https://t.co/X8xGi5jwad https://t.co/aRhiapjGCh
206,0.2732,2018-04-02 16:02:03,0.08,0.76,0.16,CNN,"RT @CNNnewsroom: ""Instead of finding logical sources for funding, they just want to cut and take away... Our kids deserve better"" says a Ke…"
207,0.1779,2018-04-02 16:01:31,0.088,0.793,0.119,CNN,Rescuers in Southern California spotted and freed a 13-year-old boy who was stuck in a maze of drainage pipes for a… https://t.co/BWqLvxe86t
208,0.6369,2018-04-02 15:59:09,0.0,0.682,0.318,CNN,The best travel photos of 2018 (so far) https://t.co/lhcuCYTYnn https://t.co/Qc11bBFpcg
209,0.3818,2018-04-02 15:55:48,0.0,0.852,0.148,CNN,RT @CNNMoney: McDonald's is tripling its tuition benefits because of the new tax law https://t.co/12QVVaIKVR https://t.co/7ljjVYO8qw
210,0.4404,2018-04-02 15:47:34,0.0,0.847,0.153,CNN,Apple is proposing 13 new emojis in an effort to better represent people with disabilities https://t.co/0LtHvSiV3b https://t.co/FlN4JhxTr5
211,0.0,2018-04-02 15:37:15,0.0,1.0,0.0,CNN,"RT @CNNnewsroom: ""We would much rather be in our classrooms teaching today. I would much rather be with my students but... I need to be her…"
212,0.0,2018-04-02 15:35:34,0.171,0.702,0.127,CNN,"Teachers in Oklahoma are walking out of school in protest, demanding better salaries and funding from lawmakers.

W… https://t.co/NAhcoZjFw8"
213,-0.9217,2018-04-02 15:30:12,0.437,0.563,0.0,CNN,A gun attack by the terror group Boko Haram in northeastern Nigeria on Sunday night left 18 people dead and wounded… https://t.co/Ty0jaG4CiN
214,0.5267,2018-04-02 15:23:36,0.0,0.805,0.195,CNN,Who stands to gain if President Trump pulls the US out of Syria? https://t.co/9eoSqIuDZ3 https://t.co/1DCTPj1pT9
215,-0.0478,2018-04-02 15:11:08,0.159,0.693,0.149,CNN,President Trump's latest dog whistle on immigration is more like a scream | Analysis by @CillizzaCNN… https://t.co/KG4262xGSB
216,0.0,2018-04-02 15:03:56,0.0,1.0,0.0,CNN,Teachers in Kentucky are walking off the job today and holding rallies at the state Capitol over pension changes… https://t.co/t4812bM1cU
217,0.0,2018-04-02 14:55:17,0.0,1.0,0.0,CNN,JUST IN: White House confirms President Trump and Russian President Vladimir Putin discussed the possibility of mee… https://t.co/B3bJx9FNol
218,0.34,2018-04-02 14:50:07,0.0,0.862,0.138,CNN,She was too short to play Goofy. Then she invented Spanx. Now she's a billionaire. https://t.co/8UBc6YV2IU https://t.co/Bh70SauZNt
219,0.0,2018-04-02 14:43:10,0.0,1.0,0.0,CNN,President Trump and first lady Melania Trump are hosting the 140th annual White House Easter Egg Roll… https://t.co/5T3U6IUatM
220,0.128,2018-04-02 16:51:49,0.0,0.87,0.13,CBSNews,Congressional Democrats raise ethics questions about Trump defense fund https://t.co/n0aG5IFtd2 https://t.co/mdN3GCZkmj
221,0.0,2018-04-02 16:30:32,0.0,1.0,0.0,CBSNews,"Reporter: ""Mr. President, what about the DACA kids?""
Pres. Trump: ""The Democrats have really let them down.""
The pr… https://t.co/a7QJVCKqbQ"
222,0.0,2018-04-02 16:15:25,0.0,1.0,0.0,CBSNews,"Winnie Madikizela-Mandela, the ex-wife of former South African leader Nelson Mandela -- and a political force and c… https://t.co/7QlgDL3gga"
223,0.0,2018-04-02 16:01:01,0.0,1.0,0.0,CBSNews,Kremlin says President Trump invited Russian President Vladimir Putin to the White House https://t.co/mCoDVmE0C9 https://t.co/s7IkH0xepf
224,-0.3612,2018-04-02 15:46:01,0.152,0.848,0.0,CBSNews,"President Trrump defends Sinclair Broadcast after Deadspin video shows anchors reading a script criticizing ""fake""… https://t.co/PENwsHCezG"
225,0.4019,2018-04-02 15:30:01,0.07,0.742,0.188,CBSNews,Syria's Assad poised for another huge symbolic victory as the biggest rebel group in eastern Ghouta suburbs of Dama… https://t.co/Ooh8DPQ6DU
226,0.3818,2018-04-02 15:15:41,0.0,0.885,0.115,CBSNews,"A 13 year old who fell into a Los Angeles sewage pipe has been found alive after 8 hours in the ""toxic environment… https://t.co/Ipjrcll50R"
227,-0.6124,2018-04-02 15:00:02,0.385,0.615,0.0,CBSNews,Kremlin insists billionaire's arrest part of anti-corruption fight https://t.co/XSTFfqom4I https://t.co/V8dAXoW42B
228,0.0,2018-04-02 14:53:35,0.0,1.0,0.0,CBSNews,The Easter Egg Roll -- one of the oldest White House traditions -- kicks off after remarks from @POTUS. Members of… https://t.co/VFaqLIvCip
229,0.3327,2018-04-02 14:50:21,0.0,0.899,0.101,CBSNews,“Our military is at a level where it has never been before….The funding of our military was so important and so man… https://t.co/F8q3TCZAN4
230,0.5423,2018-04-02 14:49:16,0.0,0.824,0.176,CBSNews,"“Our country is doing great. You look at the economy. You look at what is happening. Nothing’s ever easy, but we ha… https://t.co/vgjv53XWIz"
231,0.302,2018-04-02 14:47:28,0.069,0.779,0.152,CBSNews,"“I want to really thank the first lady, Melania, who has done an incredible job. She worked so hard on this event a… https://t.co/4cwNWykO9Q"
232,-0.8481,2018-04-02 14:45:01,0.535,0.465,0.0,CBSNews,Sheriff's deputy's vehicle strikes activist protesting Stephon Clark's death https://t.co/4G5Vc2Hcur https://t.co/B1P3mMZt1V
233,0.0,2018-04-02 14:45:01,0.0,1.0,0.0,CBSNews,"Former New Jersey Gov. Chris Christie on EPA Administrator Scott Pruitt controversy: ""I don't know how you survive… https://t.co/zyzChLdVs7"
234,0.0,2018-04-02 14:44:02,0.0,1.0,0.0,CBSNews,"WATCH: President Trump and first lady Melania Trump host the annual ""Easter Egg Roll"" at the White House… https://t.co/0TfDZpIdA3"
235,-0.765,2018-04-02 14:33:33,0.28,0.72,0.0,CBSNews,"Madikizela-Mandela was, along with her ex-husband, a key figure in the fight to end the racist Apartheid system imp… https://t.co/4zJ1mlOk9I"
236,-0.5574,2018-04-02 14:31:02,0.175,0.825,0.0,CBSNews,"Winnie Madikizela-Mandela, Nelson Mandela's wife, has passed away at 81. ""She died after a long illness... She succ… https://t.co/IxdZM6bG3O"
237,0.0,2018-04-02 14:30:01,0.0,1.0,0.0,CBSNews,5 tips for Mark Zuckerberg's day in Congress: PR pros who prep CEOs for such high-stakes public grillings have stro… https://t.co/bHchCZp5Vs
238,0.0,2018-04-02 14:15:03,0.0,1.0,0.0,CBSNews,China's tariff hikes: Here are the U.S. products getting hit https://t.co/cSiIu9dLzG https://t.co/Tv5UlYJAIn
239,-0.5267,2018-04-02 14:00:02,0.221,0.779,0.0,CBSNews,"President Trump says he wants skilled immigrants, but raises new obstacles https://t.co/d1YKuGhlqr https://t.co/95kqlLWI6d"
240,-0.4019,2018-04-02 13:48:05,0.13,0.87,0.0,nytimes,The jobs these companies offer are in out-of-way places. The work is low-paid and disagreeable. And native-born Ame… https://t.co/hjHTlixNw2
241,0.1779,2018-04-02 13:40:56,0.0,0.904,0.096,nytimes,"RT @nytimes: Fact Check: The Facts Behind Trump’s Tweet on Amazon, Taxes and the Postal Service https://t.co/eDFR9JldgC"
242,0.0,2018-04-02 13:38:05,0.0,1.0,0.0,nytimes,He's new to New York and has never worked in the city's public school system. Here's what the new chancellor of pub… https://t.co/wp8saMunjv
243,0.3818,2018-04-02 13:28:04,0.0,0.843,0.157,nytimes,"President Trump tweeted that DACA, a plan to protect young immigrants from deportation, is ""dead"" https://t.co/9YDJXm5zxj"
244,0.0,2018-04-02 13:18:02,0.0,1.0,0.0,nytimes,A Chinese space station the size of a school bus re-entered the Earth's atmosphere on Sunday night https://t.co/dPzgN7upKb
245,-0.6249,2018-04-02 13:08:03,0.231,0.769,0.0,nytimes,"People are increasingly calling for boycotts of the big tech companies. The problem is that Facebook, Apple, Amazon… https://t.co/mu3o1ABVUe"
246,-0.1786,2018-04-02 12:58:05,0.078,0.922,0.0,nytimes,"RT @nytimesworld: Unraveling a police state is never easy, but Uzbekistan is taking the first steps, at a time when even once-proudly democ…"
247,0.0,2018-04-02 12:53:04,0.0,1.0,0.0,nytimes,China just hit back at President Trump’s tariffs on steel and aluminum. The country placed tariffs on pork and 127… https://t.co/EbNr0v3uqb
248,-0.743,2018-04-02 12:48:02,0.259,0.741,0.0,nytimes,Jared Kushner wants to overhaul the prison system. Jeff Sessions bitterly opposes such a move. That has set the sce… https://t.co/bfAvyriu7c
249,0.0,2018-04-02 12:38:03,0.0,1.0,0.0,nytimes,"""They can pin them on to their shirt collar or bra strap and lean over and take a hit every now and then, and who’s… https://t.co/OH3RxnOwnI"
250,-0.5859,2018-04-02 12:28:06,0.192,0.808,0.0,nytimes,British officials investigating the poisoning of a former Russian spy believe it's likely that an assassin smeared… https://t.co/OasjVi4bKl
251,0.0,2018-04-02 12:18:02,0.0,1.0,0.0,nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/uuuWI3FzBW
252,0.6369,2018-04-02 12:11:20,0.0,0.84,0.16,nytimes,RT @nytimesmusic: Ashley McBryde's career as a Nashville songwriter never took off. Now she’s made one of the best country albums of the la…
253,0.0,2018-04-02 12:05:21,0.0,1.0,0.0,nytimes,Why Sinclair made dozens of local TV news anchors recite the same script https://t.co/c0rMxKmTLy
254,-0.296,2018-04-02 12:03:36,0.157,0.739,0.104,nytimes,"RT @NYTObits: She died at 17, giving her life to the cause of Korean resistance to Japanese rule. https://t.co/ciesDZrE83"
255,0.6908,2018-04-02 11:45:58,0.0,0.678,0.322,nytimes,A few practical recommendations to make it easier to drink better wine every day https://t.co/kB6aDmlcnD
256,0.25,2018-04-02 11:28:16,0.0,0.842,0.158,nytimes,"RT @NYTHealth: First retirement, then unretirement: A growing number of older workers are heading back to the workplace. https://t.co/NRZ0T…"
257,-0.7906,2018-04-02 11:12:01,0.25,0.75,0.0,nytimes,"It was at the center of one of the largest fraud scandals in the history of for-profit colleges. Now, it's asking t… https://t.co/8ZZIUZNHDe"
258,0.0,2018-04-02 10:58:28,0.0,1.0,0.0,nytimes,Nonfiction: The Epidemic of Wrongful Convictions in America https://t.co/DNFSK8bgPQ
259,-0.5423,2018-04-02 10:49:49,0.149,0.851,0.0,nytimes,"RT @nytimesarts: Collaborating on a ""Mean Girls"" musical ""could have been a bad arranged marriage,"" says Tina Fey. ""I feel really very luck…"
260,0.0,2018-04-02 14:28:57,0.0,1.0,0.0,FoxNews,President @realDonaldTrump &amp; @FLOTUS host the @WhiteHouse Easter Egg Roll https://t.co/C46yH73W5D https://t.co/m9CpMXFomY
261,0.0,2018-04-02 14:12:17,0.0,1.0,0.0,FoxNews,.@POTUS calls on Republicans to use 'nuclear option' for border legislation https://t.co/paIfFrYjzo
262,0.0,2018-04-02 14:01:45,0.0,1.0,0.0,FoxNews,.@KatiePavlich: “The president is right about wanting to bolster border security.” https://t.co/Wjb44hTqzs
263,0.25,2018-04-02 13:56:18,0.105,0.724,0.171,FoxNews,"Boy, 13, found alive after falling into Los Angeles drainage ditch 'maze' https://t.co/wxYcuayHY7"
264,-0.3818,2018-04-02 13:25:09,0.206,0.794,0.0,FoxNews,"'Affluenza' teen's release 'grave injustice,' MADD president says (via @RyanGaydos) https://t.co/FcL0rkkfhZ"
265,0.0,2018-04-02 13:20:13,0.0,1.0,0.0,FoxNews,RT @FoxBusiness: ‘Roseanne’ reboot could upend left-wing dogma in Hollywood https://t.co/6yaRM0ECJU
266,0.0,2018-04-02 13:19:56,0.0,1.0,0.0,FoxNews,"RT @FoxBusiness: Prince Harry, Meghan Markle’s royal wedding could cost $45M https://t.co/RTDZcsNlHL"
267,0.6124,2018-04-02 13:17:40,0.0,0.667,0.333,FoxNews,Frank Stallone apologizes for profanity-laced tweet directed toward Parkland shooting survivor https://t.co/zYnXvnGwSC
268,0.0,2018-04-02 13:02:04,0.0,1.0,0.0,FoxNews,.@EricTrump on @foxandfriends: “People have jobs once again…People in this country are happy.” https://t.co/vcDU3ff5ug
269,-0.8074,2018-04-02 12:48:28,0.378,0.622,0.0,FoxNews,"Ella Fitzgerald and Marilyn Monroe bonded after suffering from abusive childhoods, book claims https://t.co/xpnB9xFsQE"
270,-0.6486,2018-04-02 12:41:42,0.335,0.542,0.123,FoxNews,Eagles of Death Metal frontman apologizes for 'mean-spirited' March for Our Lives criticism https://t.co/1BqMVyL4lE
271,0.0,2018-04-02 12:26:52,0.0,1.0,0.0,FoxNews,"Swans swim past a car submerged under flood water on a residential street in Richmond, England. https://t.co/g1bipnWODQ"
272,-0.3818,2018-04-02 12:21:22,0.133,0.867,0.0,FoxNews,.@PressSec: “[President @realDonaldTrump is] going to stand up and he’s going to fight for the American worker.” https://t.co/76H1QAEkIR
273,0.3744,2018-04-02 12:12:45,0.0,0.891,0.109,FoxNews,.@PressSec: “Congress absolutely has to step up and do more and make sure we’re doing every single thing that we ca… https://t.co/QLzCHcsMQZ
274,-0.296,2018-04-02 12:07:27,0.099,0.901,0.0,FoxNews,.@PressSec on @POTUS: “He wanted to see something get done and Democrats refused to actually put something on the t… https://t.co/lD6YvYcqsV
275,0.0,2018-04-02 11:51:35,0.0,1.0,0.0,FoxNews,"Brandon Judd on @foxandfriends: “We have to be able to enforce our immigration laws."" https://t.co/1WwzgIzDM3"
276,0.4118,2018-04-02 11:47:47,0.099,0.677,0.223,FoxNews,"OPINION: Yes, Russia is a threat -- but America needs to play a shrewder game. Here's what that means https://t.co/K9aUTMZL1X"
277,0.0,2018-04-02 11:42:26,0.0,1.0,0.0,FoxNews,.@mercedesschlapp on @POTUS: He wanted a change in the @DeptVetAffairs. He felt it was time. @foxandfriends https://t.co/XW2bpNtYCZ
278,0.0,2018-04-02 11:38:45,0.0,1.0,0.0,FoxNews,'@RoseanneOnABC' star says show will never mention #Trump by name https://t.co/xmh3s2pNJ8
279,0.6546,2018-04-02 11:27:49,0.0,0.651,0.349,FoxNews,"Singer @TyeTribbett: 'My faith has never, ever disappointed me' (via @Sashafb) https://t.co/yF2HefItzB"
280,-0.8255,2018-04-02 09:59:04,0.489,0.511,0.0,BBCWorld,Boko Haram attack: More than a dozen dead in Maiduguri https://t.co/FmJgCUG1KE
281,-0.128,2018-04-02 09:59:04,0.143,0.857,0.0,BBCWorld,French SNCF rail strike to defy Macron labour reforms https://t.co/iGq992EpHQ
282,0.0,2018-04-02 09:59:04,0.0,1.0,0.0,BBCWorld,Indian police search for monkey that snatched baby https://t.co/gvpWRBUAMq
283,-0.128,2018-04-02 09:49:25,0.13,0.87,0.0,BBCWorld,Oklahoma teacher strike: 'I have 29 textbooks for 87 pupils' https://t.co/nfGopIKk9v
284,0.0,2018-04-02 08:50:06,0.0,1.0,0.0,BBCWorld,How Amsterdam is reducing child obesity https://t.co/J9kcSjJ6HC
285,0.0,2018-04-02 04:06:33,0.0,1.0,0.0,BBCWorld,Hill Street Blues creator Steven Bochco dies aged 74 https://t.co/5lrOJWDuTu
286,0.0,2018-04-02 03:06:58,0.0,1.0,0.0,BBCWorld,Costa Rica election: Carlos Alvarado set to be president https://t.co/qKkMqvzTex
287,-0.6486,2018-04-02 02:20:21,0.323,0.677,0.0,BBCWorld,Kashmir: 20 dead and 70 wounded in fierce clashes https://t.co/mWCgxhevh1
288,0.0,2018-04-02 01:53:51,0.0,1.0,0.0,BBCWorld,RT @BBCNewsAsia: @BBCBreaking The return of China's Tiangong-1 space lab https://t.co/D6zHr74mUA
289,-0.8555,2018-04-02 01:50:54,0.343,0.657,0.0,BBCWorld,RT @BBCNewsAsia: A Kuwaiti court has sentenced a Lebanese man and his Syrian wife to death for the killing of a Filipina maid. https://t.co…
290,0.0,2018-04-02 01:44:34,0.0,1.0,0.0,BBCWorld,RT @BBCBreaking: The junk is down. The remains of an eight-tonne defunct Chinese space lab have come down over the South Pacific https://t.…
291,0.0,2018-04-02 01:32:52,0.0,1.0,0.0,BBCWorld,Tiangong-1: Defunct China space lab comes down over South Pacific https://t.co/5UAOriuGOf
292,0.0,2018-04-02 00:17:55,0.0,1.0,0.0,BBCWorld,Brazil's rising tide of young conservatives seeks change https://t.co/GVSkkywW2g
293,0.3182,2018-04-02 00:15:32,0.0,0.777,0.223,BBCWorld,Did American tourism to Russia increase in 2017? https://t.co/8t60CDKScF
294,0.0,2018-04-02 00:01:07,0.0,1.0,0.0,BBCWorld,The paired legacy of King and Kennedy https://t.co/gW3QTqUlza
295,0.0,2018-04-01 23:20:09,0.0,1.0,0.0,BBCWorld,Is Russia arming the Afghan Taliban? https://t.co/wfspQForVf
296,-0.4939,2018-04-01 23:17:56,0.286,0.714,0.0,BBCWorld,Former Ukrainian president speaks out about being poisoned https://t.co/27eaV2D95b
297,0.0,2018-04-01 23:15:36,0.0,1.0,0.0,BBCWorld,'I used to be a slave' https://t.co/GCLRQMMSGG
298,-0.3182,2018-04-01 23:13:07,0.315,0.685,0.0,BBCWorld,"Dumping pesticides, using ducks instead https://t.co/gqOAxeVx3R"
299,0.2263,2018-04-01 22:42:29,0.0,0.84,0.16,BBCWorld,China hits back with tariffs on US imports worth $3bn https://t.co/WdXaNgabkg
300,0.0,2018-04-02 13:45:01,0.0,1.0,0.0,CBSNews,"In a three-page memo obtained by the AP, White House ""talking points"" lay out seven ""lies"" that it said Shulkin had… https://t.co/kcPDqFGb6O"
301,0.0,2018-04-02 13:30:01,0.0,1.0,0.0,CBSNews,Japan's Shinzo Abe to visit Mar-a-Lago to discuss North Korea with Trump https://t.co/PXXDvKNM63 https://t.co/ljsJoSR1e4
302,0.7783,2018-04-02 13:15:45,0.0,0.726,0.274,CBSNews,"""We don't normally handle these situations, and it feels great to help directly bring a new life into this world,""… https://t.co/UOk64ypwxs"
303,0.0,2018-04-02 13:01:01,0.0,1.0,0.0,CBSNews,Missouri GOP Senate candidate Josh Hawley sidesteps question on Trump's behavior https://t.co/HKByFWYNOI https://t.co/jVcsEzb9iL
304,0.1531,2018-04-02 12:47:16,0.0,0.922,0.078,CBSNews,Biologists are challenging the idea of naturalist Charles Darwin that evolution can not be observed in real time. U… https://t.co/jsPlcM34p6
305,0.1154,2018-04-02 12:41:36,0.0,0.935,0.065,CBSNews,"A firefighter surprised two young girls at their home in Ohio, but when he took off his mask and helmet, they reali… https://t.co/azLZXi40q6"
